# NOEL, g1x, g1y, g2x, g2y, g3x, g3y
7522, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7523, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7524, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7525, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7526, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7527, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7528, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7529, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7530, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7531, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7532, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7533, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7534, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7535, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7536, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7537, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7538, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7539, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7540, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7541, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7542, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7543, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7544, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7545, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7546, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7547, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7548, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7549, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7550, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7551, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7552, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7553, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7554, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7555, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7556, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7557, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7558, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7559, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7560, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7561, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7562, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7563, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7564, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7565, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7566, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7567, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7568, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7569, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7570, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7571, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7572, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7573, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7574, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7575, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7576, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7577, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7578, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7579, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7580, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7581, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7582, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7583, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7584, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7585, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7586, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7587, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7588, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7589, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7590, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7591, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7592, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7593, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7594, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7595, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7596, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7597, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7598, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7599, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7600, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7601, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7602, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7603, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7604, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7605, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7606, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7607, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7608, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7609, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7610, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7611, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7612, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7613, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7614, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7615, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7616, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7617, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7618, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7619, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7620, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7621, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7622, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7623, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7624, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7625, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7626, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7627, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7628, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7629, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7630, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7631, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7632, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7633, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7634, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7635, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7636, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7637, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7638, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7639, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7640, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7641, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7642, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7643, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7644, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7645, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7646, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7647, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7648, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7649, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7650, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7651, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7652, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7653, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7654, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7655, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7656, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7657, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7658, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7659, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7660, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7661, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7662, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7663, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7664, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7665, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7666, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7667, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7668, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7669, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7670, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7671, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7672, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7673, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7674, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7675, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7676, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7677, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7678, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7679, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
7680, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
7681, -9.1546069173604516e-01, 0.0000000000000000e+00, 2.6711390177124655e-01, -8.0000000000000004e-01, 6.4834678996479855e-01, 8.0000000000000004e-01
7682, -1.1080695675133510e-02, -1.0149410702659460e+00, 6.2908880810649603e-01, 6.2531448425656067e-01, -6.1800811243136256e-01, 3.8962658600938549e-01
7683, 3.7495509841222374e-01, 8.3064374545661268e-01, -8.4140379286025391e-01, -1.6074963896119523e-01, 4.6644869444803011e-01, -6.6989410649541747e-01
7684, -7.8874180592610321e-01, 7.8334071745177825e-01, -1.6052843682769008e-01, -9.5588024214633871e-01, 9.4927024275379335e-01, 1.7253952469456044e-01
7685, 7.1467561419017767e-01, 4.0081190879901396e-01, -7.1781837034013263e-01, 3.5857924246432660e-01, 3.1427561499549920e-03, -7.5939115126334056e-01
7686, 3.4138994527164808e-03, -8.4872535579369368e-01, 7.5351759873777457e-01, 4.1752632132044920e-01, -7.5693149819049110e-01, 4.3119903447324454e-01
7687, 4.5127108327006359e-02, 8.3508135349780277e-01, -7.7117303127573489e-01, -3.6230976976209206e-01, 7.2604592294872849e-01, -4.7277158373571077e-01
7688, 7.1565752559262219e-01, -4.0384423089488936e-01, 8.1102398285726893e-02, 8.3831153798682367e-01, -7.9675992387834904e-01, -4.3446730709193437e-01
7689, 1.1557990447484963e+00, 6.6912781728539844e-02, -6.2005266387834712e-01, 7.6674375610494794e-01, -5.3574638087014925e-01, -8.3365653783348781e-01
7690, 8.7228136279693358e-01, 1.3001439859977010e-02, -4.5714564706069361e-01, 7.7152926863101812e-01, -4.1513571573624003e-01, -7.8453070849099515e-01
7691, -7.9316385195011219e-01, 1.6870157901382470e-03, 4.3046225955341383e-01, -7.5033201758476753e-01, 3.6270159239669836e-01, 7.4864500179462934e-01
7692, 8.2106793544946988e-01, 1.5350586555684958e-02, -4.3766593983143803e-01, 7.4861368839042974e-01, -3.8340199561803190e-01, -7.6396427494611474e-01
7693, -8.5952094476786867e-01, 1.3122991645017236e-02, 4.0085388255611437e-01, -7.6876525521675287e-01, 4.5866706221175435e-01, 7.5564226357173570e-01
