# step, mean_h_oliver[mm], min_h_oliver[mm], max_h_oliver[mm]
959, 2.071005e+00, 6.483628e-01, 6.373774e+00
960, 2.071002e+00, 6.483836e-01, 6.373774e+00
961, 2.071000e+00, 6.484043e-01, 6.373774e+00
962, 2.070997e+00, 6.484251e-01, 6.373774e+00
963, 2.070995e+00, 6.484459e-01, 6.373774e+00
964, 2.070993e+00, 6.484667e-01, 6.373774e+00
965, 2.070991e+00, 6.484876e-01, 6.373774e+00
966, 2.070990e+00, 6.485084e-01, 6.373774e+00
967, 2.070989e+00, 6.485293e-01, 6.373774e+00
968, 2.070988e+00, 6.485502e-01, 6.373774e+00
969, 2.070987e+00, 6.485712e-01, 6.373774e+00
970, 2.070986e+00, 6.485921e-01, 6.373774e+00
971, 2.070986e+00, 6.486131e-01, 6.373774e+00
972, 2.070987e+00, 6.486341e-01, 6.373774e+00
973, 2.070987e+00, 6.486552e-01, 6.373774e+00
974, 2.070986e+00, 6.486762e-01, 6.373774e+00
975, 2.070984e+00, 6.486973e-01, 6.373774e+00
976, 2.070982e+00, 6.487184e-01, 6.373774e+00
977, 2.070980e+00, 6.487395e-01, 6.373774e+00
978, 2.070979e+00, 6.487606e-01, 6.373774e+00
979, 2.070978e+00, 6.487818e-01, 6.373774e+00
980, 2.070977e+00, 6.488029e-01, 6.373774e+00
981, 2.070976e+00, 6.488241e-01, 6.373774e+00
982, 2.070976e+00, 6.488453e-01, 6.373774e+00
983, 2.070976e+00, 6.488666e-01, 6.373774e+00
984, 2.070977e+00, 6.488878e-01, 6.373774e+00
985, 2.070977e+00, 6.489091e-01, 6.373774e+00
986, 2.070978e+00, 6.489304e-01, 6.373774e+00
987, 2.070978e+00, 6.489517e-01, 6.373774e+00
988, 2.070978e+00, 6.489730e-01, 6.373774e+00
989, 2.070979e+00, 6.489944e-01, 6.373774e+00
990, 2.070980e+00, 6.490158e-01, 6.373774e+00
991, 2.070983e+00, 6.490372e-01, 6.373774e+00
992, 2.070986e+00, 6.490586e-01, 6.373774e+00
993, 2.070990e+00, 6.490800e-01, 6.373774e+00
994, 2.070993e+00, 6.491014e-01, 6.373774e+00
995, 2.070991e+00, 6.491229e-01, 6.373774e+00
996, 2.070985e+00, 6.491444e-01, 6.373774e+00
997, 2.070980e+00, 6.491659e-01, 6.373774e+00
998, 2.070975e+00, 6.491874e-01, 6.373774e+00
999, 2.070970e+00, 6.492089e-01, 6.373774e+00
1000, 2.070966e+00, 6.492305e-01, 6.373774e+00
